industryId,lang,problemId,question,relatedResourceIds,relatedGlossaryTermIds,relatedToolIds,dateModified,editorialStatus
agriculture-water,en,control-recirculating-systems,"How can hydroponics, fertigation and recirculating systems be controlled?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,en,prepare-buyer-and-export-evidence,"How can we respond to buyers, certification schemes and export audits?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,es,manage-variable-sources,"¿Cómo gestionar fuentes de agua que cambian por estación, lluvia o explotación?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,es,link-water-to-crop,"¿Cómo relacionar cada resultado con parcela, cultivo, lote y campaña?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,es,control-reclaimed-water,¿Cómo documentar el uso de agua regenerada y el plan de riesgo?,viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,es,control-recirculating-systems,"¿Cómo controlar hidroponía, fertirrigación y circuitos recirculados?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,es,prepare-buyer-and-export-evidence,"¿Cómo responder a compradores, certificaciones y auditorías de exportación?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,fr,manage-variable-sources,"Comment gérer des sources d’eau qui changent selon saison, pluie ou exploitation ?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,fr,link-water-to-crop,"Comment relier chaque résultat à la parcelle, la culture, le lot et la campagne ?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,fr,control-reclaimed-water,Comment documenter l’utilisation d’eau réutilisée et le plan de risque ?,viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,fr,control-recirculating-systems,"Comment contrôler hydroponie, fertigation et circuits recirculés ?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,fr,prepare-buyer-and-export-evidence,"Comment répondre aux acheteurs, certifications et audits export ?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,it,manage-variable-sources,"Come gestire fonti d’acqua che cambiano con stagione, pioggia o attività?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,it,link-water-to-crop,"Come collegare ogni risultato a parcella, coltura, lotto e campagna?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,it,control-reclaimed-water,Come documentare l’uso di acqua riutilizzata e il piano di rischio?,viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,it,control-recirculating-systems,"Come controllare idroponica, fertirrigazione e circuiti ricircolati?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,it,prepare-buyer-and-export-evidence,"Come rispondere a buyer, certificazioni e audit export?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,ca,manage-variable-sources,"Com gestionar fonts d’aigua que canvien per estació, pluja o explotació?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,ca,link-water-to-crop,"Com relacionar cada resultat amb parcel·la, cultiu, lot i campanya?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,ca,control-reclaimed-water,Com documentar l’ús d’aigua regenerada i el pla de risc?,viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,ca,control-recirculating-systems,"Com controlar hidroponia, fertirrigació i circuits recirculats?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
agriculture-water,ca,prepare-buyer-and-export-evidence,"Com respondre a compradors, certificacions i auditories d’exportació?",viral-pollution-wastewater-mediterranean-ecosystems,reclaimed-water,aquatool-chemical-species,2026-06-23,published
pharma-cosmetics-water,en,link-water-to-batch,How can each water grade and point of use be linked to equipment and batches?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,en,detect-trends-before-oos,How can trends be detected before an OOS or critical deviation occurs?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,en,release-cleaning-and-rinse,"How can final rinse, CIP/SIP and equipment release be documented?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,en,coordinate-quality-and-partners,"How can QA, QC, engineering, production, CDMOs and external laboratories coordinate?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,en,protect-data-integrity,How can data integrity and evidence for CAPA and audit be protected?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,es,link-water-to-batch,¿Cómo vincular cada tipo de agua y punto de uso con equipos y lotes?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,es,detect-trends-before-oos,¿Cómo detectar tendencias antes de que aparezca un OOS o una desviación crítica?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,es,release-cleaning-and-rinse,"¿Cómo documentar último enjuague, CIP/SIP y liberación de equipos?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,es,coordinate-quality-and-partners,"¿Cómo coordinar QA, QC, ingeniería, producción, CDMO y laboratorios externos?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,es,protect-data-integrity,¿Cómo proteger integridad de datos y evidencia para CAPA y auditoría?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,fr,link-water-to-batch,Comment relier chaque qualité d’eau et point d’utilisation aux équipements et lots ?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,fr,detect-trends-before-oos,Comment détecter les tendances avant un OOS ou une déviation critique ?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,fr,release-cleaning-and-rinse,"Comment documenter dernier rinçage, CIP/SIP et libération des équipements ?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,fr,coordinate-quality-and-partners,"Comment coordonner QA, QC, ingénierie, production, CDMO et laboratoires externes ?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,fr,protect-data-integrity,Comment protéger l’intégrité des données et les preuves pour CAPA et audit ?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,it,link-water-to-batch,Come collegare ogni grado d’acqua e punto d’uso ad attrezzature e lotti?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,it,detect-trends-before-oos,Come rilevare trend prima di un OOS o di una deviazione critica?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,it,release-cleaning-and-rinse,"Come documentare ultimo risciacquo, CIP/SIP e rilascio delle attrezzature?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,it,coordinate-quality-and-partners,"Come coordinare QA, QC, ingegneria, produzione, CDMO e laboratori esterni?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,it,protect-data-integrity,Come proteggere integrità dei dati ed evidenze per CAPA e audit?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,ca,link-water-to-batch,Com vincular cada tipus d’aigua i punt d’ús amb equips i lots?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,ca,detect-trends-before-oos,Com detectar tendències abans que aparegui un OOS o una desviació crítica?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,ca,release-cleaning-and-rinse,"Com documentar última esbandida, CIP/SIP i alliberament d’equips?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,ca,coordinate-quality-and-partners,"Com coordinar QA, QC, enginyeria, producció, CDMO i laboratoris externs?",water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
pharma-cosmetics-water,ca,protect-data-integrity,Com protegir la integritat de dades i l’evidència per a CAPA i auditoria?,water-compliance-software-guide,alcoa-plus,aquatool-unit-converter,2026-06-23,published
hospitality-tourism-water,en,map-guest-water-assets,How can every water asset that may affect the guest be mapped?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,en,manage-seasonality,"How can closure, reopening, peak season and occupancy changes be managed?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,en,respond-without-service-disruption,How can an incident be managed without losing operational control or communication?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,en,coordinate-properties-and-providers,"How can multiple properties, maintenance teams, laboratories and suppliers coordinate?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,en,prepare-inspection-evidence,"How can evidence be prepared for inspections, audits and corporate review?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,es,map-guest-water-assets,¿Cómo mapear todos los activos que pueden afectar al huésped?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,es,manage-seasonality,"¿Cómo gestionar cierres, reaperturas, temporada alta y cambios de ocupación?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,es,respond-without-service-disruption,¿Cómo responder a una incidencia sin perder control operativo ni comunicación?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,es,coordinate-properties-and-providers,"¿Cómo coordinar varias propiedades, mantenedores, laboratorios y proveedores?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,es,prepare-inspection-evidence,"¿Cómo preparar evidencia para inspecciones, auditorías y revisión corporativa?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,fr,map-guest-water-assets,Comment cartographier tous les actifs pouvant affecter le client ?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,fr,manage-seasonality,"Comment gérer fermetures, réouvertures, haute saison et variations d’occupation ?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,fr,respond-without-service-disruption,Comment répondre à un incident sans perdre le contrôle opérationnel ni la communication ?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,fr,coordinate-properties-and-providers,"Comment coordonner plusieurs établissements, mainteneurs, laboratoires et fournisseurs ?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,fr,prepare-inspection-evidence,"Comment préparer les preuves pour inspections, audits et revue corporate ?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,it,map-guest-water-assets,Come mappare tutti gli asset idrici che possono influire sull’ospite?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,it,manage-seasonality,"Come gestire chiusure, riaperture, alta stagione e variazioni di occupazione?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,it,respond-without-service-disruption,Come rispondere a un incidente senza perdere controllo operativo o comunicazione?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,it,coordinate-properties-and-providers,"Come coordinare più strutture, manutentori, laboratori e fornitori?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,it,prepare-inspection-evidence,"Come preparare evidenze per ispezioni, audit e revisione corporate?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,ca,map-guest-water-assets,Com mapar tots els actius d’aigua que poden afectar l’hoste?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,ca,manage-seasonality,"Com gestionar tancaments, reobertures, temporada alta i canvis d’ocupació?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,ca,respond-without-service-disruption,Com respondre a una incidència sense perdre control operatiu ni comunicació?,legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,ca,coordinate-properties-and-providers,"Com coordinar diverses propietats, mantenidors, laboratoris i proveïdors?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
hospitality-tourism-water,ca,prepare-inspection-evidence,"Com preparar evidència per a inspeccions, auditories i revisió corporativa?",legionella-facility-water-risk-guide|iso-19458-water-microbiological-sampling,domestic-hot-water,,2026-06-23,published
